plateifu gini m20 C A S morph_flag
8315-6101 0.3261370403593803 -0.6184489075129985 1.563129156567618 0.52411394263044 0.2360794265016986 0.0
8315-9102 0.6994489959595163 -0.6347928153600576 1.8684850138243736 0.7283300793028978 0.48596023629205976 1.0
8317-9102 0.3471370572238998 -0.7489296313205375 1.3316453948861142 0.4920482460370001 0.19922679924791675 0.0
8318-12704 0.4650138521016035 -0.7529353951417008 1.2923150067163705 0.7820265176534185 0.35684928406757466 0.0
8318-12705 0.444616811929757 -0.7397640497545552 1.048158903910004 0.7261561501614012 0.2828433219832998 0.0
8318-3703 0.35406048850121846 -0.7354949824551504 1.4570522482685102 0.5602304358010285 0.184402811390556 0.0
8318-6101 0.577355895128531 -0.6882925606176832 1.4871159220887278 0.8854460403189028 0.2425718973423288 0.0
8318-6102 0.7444640197924892 -0.4580183290908245 2.067084848797545 1.2299000405232288 0.9138665056045759 1.0
8318-6104 0.3819778301378504 -0.8674829622348397 1.3384731753235006 0.6998576361921779 0.16467296294731643 0.0
8318-9101 0.3986362945842758 -0.6189270906501471 1.3015107841748454 0.517474402418615 0.20890103477487545 0.0
8319-3703 0.39372819418267685 -1.0525000207486377 1.704201207425825 0.3798463083650392 0.13734283106643383 0.0
