SPECOBJID RA DEC bptclass lgm_tot lgsfr_tot plateifu
504503520578267136 132.465652466 57.143737793 2 10.0435447693 -1.6312084198 10001-3701
504516989595707392 132.912734985 57.1074333191 1 9.97320747375 0.00926434062421 10001-3702
504526885200357376 133.370956421 57.5986175537 1 9.66360759735 -0.0217492841184 10001-12701
504529359101519872 133.33001709 57.0411338806 3 9.60081863403 -1.12566864491 10001-1901
504547501043378176 133.878234863 57.5645828247 1 9.61289691925 0.0241535902023 10001-9101
505621174147901440 133.170074463 54.434211731 1 9.3929233551 -0.246612131596 8724-9101
505627221461854208 132.261581421 53.8385238647 1 9.44605636597 -0.764818251133 8724-3704
505632444142086144 133.582687378 54.4577865601 1 10.0020828247 -0.50567483902 8724-12705
505644263892084736 133.740829468 54.552822113 1 10.4617824554 0.469021916389 8721-6102
505669002903709696 134.672286987 54.2180900574 2 9.59496116638 -0.854088842869 8721-9101
505672851194406912 134.599395752 55.0548591614 1 10.1133432388 -0.0148589173332 8721-12702
505679448264173568 135.090484619 54.0522384644 2 9.5273103714 -0.292429864407 8721-12705
505690168502544384 135.163848877 53.9832496643 1 9.4795217514 -0.19454421103 8721-6101
506724809078499328 135.796432495 54.0643463135 2 11.5427045822 -1.12405192852 8721-9102
506731131270359040 135.236541748 54.9545135498 2 11.1797904968 -0.944090366364 8721-12704
506773462468028416 135.605834961 55.6092414856 3 11.5010852814 -1.31263041496 8721-6104
521319176669784064 57.7295837402 -7.06064796448 1 10.4885606766 -0.0401096604764 8728-12701
521320551059318784 57.9811019897 -6.62948846817 1 10.0161714554 -0.0910773128271 8728-9102
521332920565131264 57.7265548706 -6.73136949539 1 9.04002571106 -0.935254573822 8728-9101
521453866844186624 58.1660575867 -5.67803287506 2 11.3643379211 -1.10314369202 8728-6102
522459095349880832 59.4110221863 -6.27468395233 1 10.7505645752 0.58433419466 8728-12705
522478061925459968 59.1725311279 -5.78350067139 1 9.09494304657 -0.447849273682 8728-12704
522521217756850176 58.8867263794 -5.3679561615 1 9.61033916473 -0.570812821388 8728-6103
522558876030101504 59.580619812 -4.73043203354 1 8.92652225494 -0.747831642628 8728-6104
522574818948704256 60.0837783813 -5.58524560928 2 11.5963516235 -0.66135674715 8728-3703
543873183711782912 133.33001709 57.0411338806 1 9.59882068634 -0.842655837536 10001-1901
543878956147828736 133.121261597 56.1126976013 3 11.0113677979 -1.12654304504 8721-6103
543925960269916160 133.878234863 57.5645828247 1 9.61343955994 0.0101504148915 10001-9101
543926784903636992 133.685653687 57.480255127 2 9.81395626068 -0.486675351858 10001-12702
543936955386193920 133.989974976 57.6779785156 1 9.90454959869 -0.950282275677 10001-12704
543937230264100864 134.59147644 57.6849479675 3 9.98181152344 -0.223949939013 10001-3703
543961694397818880 136.017242432 57.0922927856 1 10.5648584366 0.224164277315 10001-12703
543870160423905280 133.33001709 57.0411338806 1 9.60010147095 -0.881986141205 10001-1901
543920737958782976 133.685653687 57.480255127 2 9.81386089325 -0.486845672131 10001-12702
543924036493666304 133.878234863 57.5645828247 1 9.61211967468 0.0148477721959 10001-9101
543930908441339904 134.59147644 57.6849479675 3 9.98118782043 -0.22467058897 10001-3703
543935031609944064 133.989974976 57.6779785156 1 9.90454959869 -0.876078426838 10001-12704
543956746964592640 136.017242432 57.0922927856 1 10.5650596619 0.218524768949 10001-12703
543865487801477120 133.33001709 57.0411338806 3 9.60018825531 -1.12616276741 10001-1901
543922387528214528 133.878234863 57.5645828247 1 9.61293506622 0.00773070286959 10001-9101
543923212161935360 133.685653687 57.480255127 2 9.81442832947 -0.486340492964 10001-12702
543933107766585344 133.989974976 57.6779785156 1 9.903632164 -0.863919377327 10001-12704
543934482156120064 134.59147644 57.6849479675 3 9.98181152344 -0.223949998617 10001-3703
543954273365420032 136.017242432 57.0922927856 2 10.565114975 0.248148724437 10001-12703
543979012377044992 137.041091919 57.4236106873 2 11.3965578079 -1.05346024036 10001-6101
545012827597858816 136.75138855 57.4514427185 1 10.2227935791 0.314092248678 10001-12705
610395562864306176 116.678718567 36.0733222961 2 11.3063440323 -1.26348900795 8717-3702
611438175167997952 117.215156555 36.3903694153 2 10.3371286392 -0.117837190628 8717-12701
612566277185103872 118.598731995 38.6705589294 1 9.29456520081 -0.554376363754 8713-12705
612573698888591360 118.441673279 38.8690452576 3 9.79955101013 -0.957363963127 8713-3704
612584144249055232 118.855392456 39.1860923767 1 10.4842033386 0.663850903511 8713-9102
613741380254066688 121.489997864 41.1480903625 2 10.0827436447 -0.421427041292 8143-12705
617018196158867456 127.580802917 45.0758666992 2 11.333190918 -0.113717369735 8725-12705
617092413193742336 125.459060669 45.5196495056 1 10.3836650848 0.765045940876 8725-6102
617093237827463168 125.428077698 45.5532455444 1 10.4468841553 -0.106766849756 8725-12702
617096811240253440 125.402290344 45.5854644775 3 10.7182836533 0.154714435339 8725-12701
617099834897229824 125.820922852 45.8968696594 1 10.5424079895 0.638467669487 8725-3703
618196322784143360 126.825042725 46.0325889587 1 7.48310279846 -1.04417467117 8725-9101
618239203737626624 127.648117065 47.0944480896 2 10.3636198044 -1.46458888054 8725-12703
620465165229385728 133.035308838 51.3127212524 2 11.2232542038 0.755501687527 8244-12704
620472037177059328 132.384414673 50.8741378784 3 10.8775510788 0.771376371384 8244-3701
620488254973569024 134.273803711 51.8140716553 1 9.22771072388 -0.758252382278 8244-12703
621578970491545600 134.284393311 51.471572876 2 9.97609138489 -0.795443832874 8244-12705
692447448659945472 234.541885376 57.6036453247 3 11.20723629 1.19765198231 8553-9102
692458168898316288 233.968353271 57.9026374817 1 10.2843532562 0.914964795113 8553-1901
693711612606965760 236.152526855 54.2093200684 2 11.0059518814 -0.593039989471 8481-9101
693725356502312960 236.533370972 55.1687164307 1 9.47741889954 -0.104364007711 8481-9102
693719310329210880 236.152526855 54.2093200684 3 11.0062093735 -0.592687904835 8481-9101
693722059108280320 236.533370972 55.1687164307 1 9.47927474976 -0.116666637361 8481-9102
694737177011054592 235.463745117 55.4677505493 1 10.0924549103 0.461750209332 8553-12705
694779233330817024 234.032791138 56.3653526306 1 9.84713840485 -0.57507532835 8553-12701
694792702348257280 235.953063965 57.2332344055 1 6.20480728149 -2.10450911522 8553-12703
694799574295930880 234.970321655 56.3683662415 1 9.82503700256 0.35810521245 8553-3704
695959558677358592 238.105484009 53.7328643799 1 10.2765398026 -0.134709522128 8481-3701
696974957783050240 239.554214478 54.6155891418 2 10.50644207 -0.861343324184 8481-6102
696975507538864128 239.339157104 54.6711120605 3 11.3257350922 -0.969429254532 8481-3702
697027184585369600 236.887832642 55.6736412048 2 -9999.0 -9999.0 8481-704
697032132387694592 237.304916382 55.0888557434 1 10.5472164154 0.144901394844 8481-12702
697078861631875072 239.989135742 54.8199424744 2 10.7560329437 0.568391561508 8481-12704
697079686265595904 240.246871948 54.7308120728 1 10.1653194427 0.0185135845095 8481-12705
700314449440958464 244.188079834 48.6003494263 1 9.45393466949 0.150704324245 8483-12701
700321046510725120 243.472244263 48.2967033386 1 9.43253326416 -0.352272629738 8548-6103
700330667237468160 243.339950562 48.1550369263 1 9.07853794098 -0.406730830669 8548-1902
700333965772351488 243.326843262 48.3918266296 1 8.86561393738 -0.435549020767 8548-3702
700343861377001472 243.102554321 48.5298957825 1 10.8691482544 0.145868718624 8482-1902
702604462702749696 245.747329712 46.6753196716 3 10.3646802902 -0.129065856338 8548-6104
702607211481819136 245.522354126 46.6241798401 1 10.3047246933 0.370377719402 8548-6102
702614908063213568 245.712783813 45.7420196533 1 9.8814535141 -0.431802034378 8484-6103
702618756353910784 245.10055542 46.283367157 1 9.52384185791 -0.331877559423 8548-3704
702620955377166336 244.870666504 46.6778678894 1 10.007774353 -0.0823998376727 8548-12702
702649542679488512 244.401596069 46.0819969177 1 9.48431301117 -0.0616544336081 8549-6104
702651741702744064 243.628936768 46.9341964722 1 9.93651199341 0.083137832582 8549-12703
702657239260882944 244.074707031 47.9816093445 1 10.1167488098 -0.0249998569489 8548-12704
702680878760880128 244.914779663 47.8732337952 1 8.87162685394 -0.216431796551 8548-9102
702693523144599552 245.66267395 47.1607780457 2 10.7113227844 -1.61552786827 8483-9101
703695174345189376 248.397705078 48.3798675537 1 9.57450771332 -0.158767819405 8483-9102
703700397025421312 247.742095947 48.2802276611 1 9.32868862152 -0.616666615009 8483-12705
703714965554489344 247.39175415 47.7030448914 2 9.82364845276 -0.661272108555 8483-3704
703721287746349056 246.796554565 47.5017089844 1 9.14838504791 -1.00445401669 8483-12702
703740804077742080 246.311080933 48.7213363647 3 9.20444583893 -1.45811450481 8483-1901
703743003100997632 246.456954956 48.1003456116 3 10.3781108856 -0.175962641835 8483-6101
703766092845180928 245.601013184 47.7317047119 2 9.48187351227 -1.54230678082 8548-12703
703829864519591936 247.179733276 49.0610618591 1 9.19448184967 -0.185475468636 8483-6103
704862304461678592 247.413223267 44.2827224731 1 9.72570610046 0.0558314211667 8484-3701
704887043473303552 247.292434692 43.7631874084 2 10.0219535828 -0.134431004524 8555-9102
704950540269807616 247.672286987 44.513458252 3 10.4318084717 0.171677291393 8484-3703
704983525618640896 249.028442383 44.602722168 1 10.909532547 0.332784444094 8484-3704
704984625130268672 248.691711426 45.3243331909 2 10.2908945084 -0.0834865346551 8484-1902
705987381194418176 248.737030029 46.4469451904 1 8.83742523193 -0.784020423889 8484-6104
705989305339766784 249.062072754 45.6290626526 3 10.8252220154 -0.065627284348 8484-12704
706009921182787584 247.725814819 46.5901832581 1 9.08086967468 -0.549692988396 8484-12705
707131147141801984 249.557617188 41.931060791 3 10.3314342499 -1.97496235371 8601-1902
707162483223193600 248.241195679 42.5246543884 2 11.1777200699 -1.0641605854 9029-12703
707185023211563008 248.914672852 42.4612922668 3 10.5704746246 -1.65021133423 8978-1901
707210037101094912 250.16267395 43.3460769653 1 9.50284862518 0.0652701854706 9026-3701
708229283843172352 251.377883911 43.5816383362 3 10.3035907745 -0.300144076347 9026-3704
708263368703633408 249.856552124 44.0654907227 1 9.03090286255 -0.457571953535 9026-6102
708263918459447296 249.525115967 43.8261260986 1 9.87811470032 -0.225955322385 9026-12702
708278761866422272 249.302444458 44.0855102539 3 10.1180830002 -0.715028047562 9026-1902
708284809180375040 249.344345093 44.3471069336 1 10.2675828934 0.364779829979 9026-3703
708286183569909760 249.390914917 44.8707771301 3 10.4921169281 -0.367576748133 9026-6103
708290031860606976 249.23399353 44.3790245056 2 10.4390649796 -0.204028829932 9026-6101
709410709070440448 250.36378479 40.2099189758 1 8.93125629425 -0.495275586843 8601-3703
709413182971602944 250.534103394 40.2769050598 1 10.5035305023 -0.189150810242 8588-12703
709434898326251520 251.470275879 40.1942062378 1 9.57234573364 -0.230399340391 8588-3703
711583344399247360 254.447540283 37.6877174377 1 10.0265617371 -0.104226976633 8606-6101
711628699253893120 253.632797241 37.6314125061 2 10.96002388 -1.08535265923 8606-6103
711696044341094400 253.288894653 38.8445320129 1 10.1314878464 0.576651513577 8612-9101
711722157742254080 254.096664429 38.3634681702 3 10.5423994064 -0.586061120033 8612-1902
711730129201555456 255.101516724 38.3517417908 3 10.6809434891 -0.192997321486 8612-12705
711730678957369344 255.006973267 38.8160095215 3 10.810541153 -0.00492246961221 8612-6104
712747727347279872 254.779281616 39.1341133118 1 9.45275688171 -0.704545259476 8612-12701
712793082201925632 254.014602661 39.6454925537 1 9.63853549957 -0.502588570118 8612-12703
712826342428665856 254.397262573 39.2860832214 2 9.45278644562 -0.913687825203 8612-9102
769032559672715264 356.751800537 -0.447393417358 3 11.1261854172 0.977357566357 8655-3701
796028862847805440 42.1565742493 -0.554275095463 1 10.1127710342 -0.0423585623503 8078-12704
796048104301291520 41.6946372986 -0.728819608688 1 10.9577589035 0.150970965624 8077-12705
797246846819919872 42.7393951416 0.369406014681 3 10.0524921417 0.633808910847 8078-6104
800517069731817472 50.1789169312 -1.10864055157 1 10.0158443451 -0.0272725708783 8083-12705
800668252580636672 50.0737609863 0.523606300354 1 9.59261703491 -0.259405881166 8081-3703
801679253136500736 51.169883728 -0.681497871876 3 10.8393306732 0.672843575478 8084-12703
801720209944635392 50.1799430847 -1.00227224827 3 10.6435260773 0.286543428898 8082-9102
801679253472045056 51.169883728 -0.681497871876 3 10.8396234512 0.673256218433 8084-12703
801719385646458880 50.1799430847 -1.00227224827 3 10.6420478821 0.285307914019 8082-9102
802768044509128704 54.0959701538 -0.882691085339 1 9.83334064484 0.254441410303 8155-3703
802775741090523136 54.6022796631 -0.0185874775052 2 10.1526880264 -9999.0 8155-3704
803933527220447232 55.5922584534 -0.58321160078 1 10.1343259811 0.839338183403 8156-3701
818544387586811904 317.374694824 10.0519504547 1 9.4199256897 -0.271778225899 7815-9102
818674954592610304 316.639709473 10.7512598038 2 9.97238826752 -0.191005811095 7815-9101
818677153615865856 316.541595459 10.3454236984 1 8.75193881989 -0.785024523735 7815-6101
818701617749583872 316.964263916 11.2623233795 1 10.4809951782 0.276236653328 7815-12703
819663970553063424 319.353759766 10.231669426 2 10.976316452 0.164466932416 7815-12704
819713998332127232 317.943511963 9.27749443054 1 9.38526535034 -0.452032327652 7815-12702
819755230018168832 317.38873291 11.5029640198 1 11.2625102997 1.10532677174 7815-6103
819776395617003520 317.97946167 11.3794240952 1 9.70570278168 -1.51130652428 8618-12701
819777770006538240 317.903198242 11.4969406128 1 10.3666124344 0.427145898342 7815-3702
819801134628628480 318.026397705 11.3453578949 1 8.72210884094 -0.881088852882 7815-12701
819803058773977088 318.086547852 11.2202472687 3 9.96437549591 -1.64703261852 8618-9101
820844295413065728 319.271484375 9.97230625153 1 10.2544107437 0.3094163239 8618-9102
820854465895622656 318.80456543 9.91313648224 2 9.74590682983 -2.54140472412 8618-3703
820861887599110144 318.862213135 9.75770664215 1 10.8971767426 0.971127986908 8618-3704
820862712232830976 318.99041748 9.54308605194 2 10.550163269 0.266965091228 7815-12705
820864361500272640 318.775604248 10.0984048843 2 11.5244827271 -0.613824427128 8618-3702
820892673924687872 319.194091797 11.5400457382 1 8.93257713318 -0.867365241051 8618-1901
820894598070036480 319.451812744 11.6605768204 1 9.74572849274 0.190632998943 8618-12703
823041944144865280 324.895874023 11.2049312592 1 9.20438671112 -0.480861991644 7975-12705
823047991458818048 324.152618408 10.5066356659 1 9.80164337158 -0.152401208878 7975-3701
823071081203001344 323.521179199 10.4218158722 1 10.3424291611 -0.751702785492 7975-12702
823175259929733120 323.742736816 11.2965173721 2 10.6919851303 0.0522117726505 7975-9101
823189553580894208 324.094940186 12.2362937927 3 10.6851110458 -0.416607707739 7975-12703
823195051139033088 324.259674072 11.9062242508 3 10.2229623795 -0.888574898243 7975-1902
824232711227992064 324.891571045 10.4834976196 2 10.9573726654 0.357642054558 7975-6104
824259924140779520 324.548614502 12.1942434311 1 10.0748710632 -0.109168380499 7975-9102
827548018663254016 332.602020264 11.7130441666 1 11.0853862762 1.02452838421 7977-12701
827649723488823296 331.802703857 13.2660284042 1 9.38239860535 -0.476780533791 7977-6103
827660168849287168 332.203369141 13.3647222519 3 10.4744501114 -0.635914623737 7977-3701
827678860546959360 332.481323242 12.8180580139 1 10.3308038712 0.401685506105 7977-1902
828740983779780608 333.052032471 12.2051925659 1 10.041768074 0.187140673399 7977-3703
851287025435830272 117.518310547 34.4793281555 1 10.8201208115 1.04819083214 8717-3704
852368114556364800 119.187782288 35.5041923523 3 10.4175767899 -1.30073666573 8717-6101
852377460405200896 118.803398132 35.5968132019 1 11.4416389465 0.928151488304 8717-6102
852386531376130048 118.318023682 35.5725784302 1 9.89080142975 0.390442728996 8717-3703
852406322585430016 118.965270996 36.3153343201 1 9.24692821503 -0.47266176343 8717-12703
863580384615491584 142.135696411 50.7936286926 1 10.4703245163 0.00950524490327 8439-12703
863620516789905408 141.344192505 50.553691864 1 10.5762414932 0.160317599773 8439-6103
914254678194153472 239.03062439 48.0308799744 1 9.43704891205 -0.565339326859 8486-9102
914268147211593728 238.718444824 47.8808441162 1 9.36766624451 -0.824628889561 8486-9101
914286564031358976 238.448608398 47.4049797058 1 9.38103580475 -0.955586433411 8486-1901
914297559147636736 238.047027588 48.0437469482 2 9.53779029846 -0.869145154953 8486-6102
915404492512454656 241.005264282 46.8028564453 1 9.29867362976 -0.806471824646 8549-3702
915433904448497664 240.418838501 46.0853500366 1 9.46024131775 0.0331672094762 8549-6103
916509776844711936 243.968795776 44.1613349915 3 10.8152675629 0.459522366524 8555-12702
916521046838896640 243.873733521 44.2912902832 1 9.83753681183 -0.257054418325 8555-1901
916557605600520192 242.727401733 44.9856872559 1 9.525390625 -0.101097233593 8549-1902
916594988995864576 243.009140015 45.7750434875 2 10.6194534302 0.067976847291 8549-6102
916506479534565376 243.968795776 44.1613349915 3 10.8157348633 0.460098326206 8555-12702
916521048063633408 243.873733521 44.2912902832 1 9.83796215057 -0.173503398895 8555-1901
916558156581070848 242.727401733 44.9856872559 1 9.52642631531 -0.18507270515 8549-1902
916597464121763840 243.009140015 45.7750434875 1 10.6195468903 0.27871632576 8549-6102
917615885609363456 247.216003418 42.7668647766 2 9.87444496155 -0.834039449692 9029-6104
917621108289595392 246.392883301 41.6814346313 1 9.963804245 0.308707267046 9029-6102
917630729016338432 246.23097229 41.9002532959 2 10.0533533096 0.0727412700653 8600-12705
917644472911685632 245.912338257 41.8340568542 1 9.51236248016 -0.664637684822 8600-3701
917665363632613376 245.845214844 41.6512184143 1 10.495136261 0.809390723705 8600-3704
917676908504705024 245.298416138 42.1386871338 1 9.77987194061 0.0708093196154 8600-6104
917706595318654976 244.332015991 43.4796829224 2 10.8853874207 0.321806490421 8555-12703
917762395533764608 246.578170776 43.4074859619 3 10.5606031418 -0.815693974495 8555-12705
918739861454743552 249.123626709 41.0395507812 3 10.4211368561 -0.903743803501 8978-3704
918751131448928256 247.893890381 40.5656089783 1 10.7855758667 0.458831071854 8603-12704
918763775832647680 247.674453735 40.5293922424 1 10.5558815002 0.274098753929 8550-12703
918764050710554624 247.641326904 40.5394172668 3 11.1060829163 -1.41962754726 8601-6104
918764875344275456 247.800415039 40.4219093323 1 10.0204639435 0.0146392313763 8603-6103
918772571925669888 247.638504028 41.438621521 2 9.68321704865 -0.631796002388 8312-6104
918781917774505984 247.251708984 41.2842597961 1 10.9249629974 0.42167571187 9029-12702
918782467530319872 247.245285034 41.2552680969 2 10.1522626877 -0.555877506733 8312-3702
918783841919854592 247.304122925 41.1508903503 1 10.4871034622 0.123949572444 8312-12704
918788514844272640 247.53036499 40.880153656 3 10.414513588 -0.402787953615 8601-6103
918790713867528192 246.900085449 41.1638031006 2 9.84602642059 -1.61666357517 9029-3701
918797585815201792 247.28263855 40.6650352478 3 10.5951395035 -0.7268242836 8603-12703
918805557274503168 246.887512207 41.1384925842 2 9.45781230927 -0.73309636116 8312-6103
918828921896593408 246.323455811 42.6942481995 2 9.98693370819 -1.08866167068 8555-1902
918840741646592000 246.704391479 42.6789321899 2 10.010807991 -0.672160506248 9029-6103
918848438227986432 246.487243652 41.5220680237 1 10.0033769608 0.145444139838 9029-1902
919870159441651712 250.548904419 39.4554443359 2 10.1299915314 0.0606000460684 8588-9102
919874007732348928 250.312805176 39.7523574829 1 10.3373527527 0.215848997235 8588-12705
919940253307922432 247.948547363 39.8142280579 2 9.65817832947 -1.07995045185 8601-3704
919941902575364096 247.711791992 40.0247802734 2 9.47765731812 -1.66428256035 8601-6102
919945475988154368 248.413146973 39.2576255798 3 10.4735584259 -1.02990269661 8550-6104
919946300621875200 248.456741333 39.2631912231 3 10.7426013947 0.448240637779 8588-6101
919947400133502976 248.109725952 39.5177612305 2 10.3146018982 -0.405225485563 8602-6103
919952073057921024 247.409713745 40.2353973389 1 9.96568012238 -0.416904747486 8550-9101
919957570616059904 247.530349731 40.8801498413 3 10.4151239395 -0.402211904526 8601-6103
919958395249780736 247.591629028 40.9242324829 1 10.1722612381 0.188352510333 8601-12702
919960319395129344 247.574035645 40.5985984802 1 10.0637874603 0.231766164303 8601-12703
919992754988148736 249.056762695 40.7082862854 3 11.0490522385 0.640621185303 8978-6101
920000451569543168 248.507446289 41.3479423523 1 10.3057279587 0.331707328558 8978-3701
920012546197448704 248.782821655 40.9913673401 2 10.7511930466 -0.0260866731405 8978-12701
920017219121866752 249.717071533 40.1993560791 1 9.92123699188 -0.241069063544 8588-1901
920022716680005632 249.371963501 40.8799705505 3 10.6061973572 -0.881751954556 8978-6102
920028214238144512 250.349075317 40.2188148499 2 9.43866634369 -1.78545975685 8588-6103
921102437333362688 250.313049316 39.2900924683 1 9.69258499146 -0.114143878222 8588-12702
922282213544847360 254.498123169 36.0920982361 1 9.39599323273 -0.546207606792 8606-1901
923386398499694592 254.447540283 37.6877174377 1 10.025349617 -0.0996574386954 8606-6101
923400967028762624 255.709030151 36.7067489624 1 10.0223522186 0.470876455307 8606-9102
923410037999691776 255.915466309 36.384929657 2 9.48014354706 -1.43062710762 8606-3704
923412237022947328 256.017364502 36.4373474121 1 9.15218353271 -1.14136111736 8606-1902
923384474438232064 254.447540283 37.6877174377 1 10.0259485245 -0.0917066037655 8606-6101
923398768089393152 255.709030151 36.7067489624 1 10.0220355988 0.491000056267 8606-9102
923409488327763968 256.017364502 36.4373474121 1 9.15326309204 -1.10463905334 8606-1902
923409763205670912 255.915466309 36.384929657 2 9.48201179504 -1.42899417877 8606-3704
934501359196071936 134.404983521 41.0438995361 3 11.5506658554 0.622616231441 8440-6103
935637154724341760 136.039245605 42.3034362793 3 10.0668029785 -1.30782663822 8247-3704
935652547887130624 136.778213501 42.5951347351 1 10.2382040024 0.412992268801 8247-9101
935722916631308288 135.868133545 44.0380439758 2 -9999.0 -9999.0 8247-704
935760300026652672 135.722610474 43.2477722168 1 10.0745563507 0.162536159158 8247-12702
935768546363860992 136.363098145 44.1439208984 1 10.4200181961 0.284916996956 8247-12703
935774043921999872 136.842483521 43.2754173279 3 10.7868890762 -1.01541471481 8247-3703
936791092479682560 138.981430054 44.332824707 3 10.9541492462 0.211616262794 8250-12704
936836722212235264 136.730072021 44.1215133667 1 10.251994133 0.167780905962 8247-12704
936841944892467200 137.335906982 45.0655326843 1 10.1318368912 0.646963179111 8249-6102
936853764642465792 137.219299316 44.9322814941 1 10.2700223923 -0.106816463172 8249-1901
936868608049440768 137.562301636 44.6841163635 2 9.35582065582 -0.892308652401 8249-12702
936904067299436544 139.559188843 45.6517066956 1 10.6983032227 -0.164315372705 8249-12703
936912863392458752 139.647659302 44.5969352722 1 8.41882038116 -1.12542152405 8250-12703
936918086072690688 139.797149658 45.3664970398 2 10.2822332382 -1.08926665783 8249-1902
937960148251469824 139.720474243 45.7277946472 1 9.79521942139 -0.0864240303636 8249-3703
939018153348851712 145.443252563 46.9738235474 2 10.0138168335 -1.07089436054 8252-12705
939042067726755840 144.846069336 47.1268959045 3 10.9722280502 0.349949836731 8252-3701
939122606953490432 144.557952881 48.38829422 1 10.3026037216 0.0397466942668 8252-6102
939124805976745984 144.617126465 48.5255622864 2 9.68975543976 -0.525809764862 8252-6101
939125355732559872 144.352325439 48.5154914856 1 9.84038639069 0.178571626544 8252-3703
939145146941859840 144.692276001 48.5628395081 1 9.42994213104 0.109051659703 8252-9101
939150644499998720 145.308105469 47.6885452271 3 10.5730772018 -0.0503306984901 8252-3704
939168236686043136 145.541564941 48.0128517151 1 10.1716957092 0.818934977055 8252-9102
939175383511623680 146.091842651 47.4598312378 3 9.3530960083 -1.12620306015 8252-1902
966032604287494144 118.675163269 26.6427307129 1 6.36128139496 -3.31118416786 8147-12704
966086480357255168 117.177467346 26.5397891998 1 9.16372871399 -1.04863703251 8147-1902
966109570101438464 116.660438538 26.4702072144 1 9.01753330231 -0.710495471954 8145-9102
966117266682832896 116.759552002 26.7764911652 2 9.54529476166 -0.390878587961 8147-12701
966149427397945344 117.860397339 26.9918174744 1 9.2959985733 -0.548548817635 8147-3701
966155474711898112 117.982078552 27.3029747009 3 10.5738382339 -0.881020247936 8147-12705
966166194950268928 118.383712769 27.7427959442 1 8.99937820435 -1.04812026024 8147-6104
966186261037475840 118.625770569 26.9153118134 1 9.10502338409 -1.03703701496 8149-9101
966193682740963328 118.852798462 26.9863357544 1 8.83162689209 -0.979857742786 8147-9102
967159328844834816 119.356788635 27.4403800964 1 9.63952541351 -0.78258907795 8149-3703
967177745664600064 119.884773254 27.9418563843 1 9.07720661163 -0.896396458149 8149-6102
967199735897155584 119.066490173 28.1482200623 1 10.1687793732 0.113017708063 8149-12703
967214579304130560 118.592597961 27.0088233948 1 10.2730054855 0.286480814219 8147-12703
967269005129705472 119.174232483 28.3718757629 1 8.72336959839 -1.03566431999 8149-6103
979616245965940736 140.398895264 43.2572937012 1 9.15285682678 -0.662663221359 8250-12705
981788056543586304 153.134811401 46.6953544617 1 9.18737220764 -0.424804121256 8453-12704
981799051659864064 151.829116821 46.5464096069 1 10.1660509109 0.0343751311302 8456-12703
981802075316840448 153.214202881 46.9128227234 1 9.71696662903 -0.533826231956 8453-1902
981805923607537664 153.213592529 47.294960022 1 9.49738025665 0.277969449759 8453-6102
981814994578466816 152.773269653 46.8995094299 2 9.39431285858 -1.15142095089 8453-6101
981820767014512640 151.309936523 46.6509094238 1 10.2157850266 -0.278216212988 8453-12701
981827089206372352 152.545349121 46.9522590637 3 10.4815073013 -0.922607243061 8453-3702
981827364084279296 152.514724731 47.1209373474 1 10.788061142 0.308498740196 8453-9102
981837534566836224 151.547714233 47.2950210571 2 9.60433483124 -1.4904665947 8453-12702
981844681392416768 151.112701416 46.646900177 2 6.12833309174 -3.29270792007 8456-708
981844956270323712 151.233917236 46.7237014771 2 9.61127567291 -0.861988782883 8456-9102
981848804561020928 151.311233521 46.7529411316 1 9.48223972321 -0.903482675552 8456-3703
981933466956359680 152.046096802 47.5174751282 1 9.79053115845 -0.027475880459 8453-9101
982915611338237952 156.044403076 47.5240821838 1 10.170006752 -0.778448104858 8452-12702
982968113018464256 154.119384766 47.3648109436 1 10.1389818192 -0.477431833744 8453-6104
982988728861485056 153.365539551 47.5162315369 1 9.89711475372 -0.595205366611 8453-1901
983020339820783616 153.685043335 48.6896324158 2 10.8704547882 0.0688355267048 8453-12703
984051676090492928 157.779312134 48.0148277283 1 10.3935003281 0.793678343296 8452-1902
987438721911515136 166.075027466 50.0340843201 1 9.77383708954 -0.0610976070166 8948-12703
987455214585931776 166.24836731 50.3820953369 1 9.13029766083 -0.646039664745 8948-3701
987464560434767872 165.77696228 50.3411636353 1 9.36523342133 -0.57700330019 8948-9101
987481327987091456 165.198303223 49.9018745422 1 9.97942066193 -0.88439399004 8948-6103
987544824783595520 165.408370972 50.8322143555 1 9.915102005 -0.146760642529 8948-12701
987550322341734400 165.833282471 50.7553367615 1 9.10900020599 -0.885176479816 8948-3703
988573692789286912 168.734481812 50.3348388672 1 10.8986825943 0.86121571064 8947-9101
988588811074168832 169.346237183 51.0134124756 1 10.212064743 0.200709506869 8947-6103
988609426917189632 167.981369019 50.0838470459 1 9.83864116669 -0.301038980484 8948-6101
989699867775363072 171.718170166 50.5424041748 1 9.50577163696 -0.309869408607 8947-12702
989729829467219968 171.383712769 51.180431366 1 10.1892118454 0.585949957371 8947-1901
989739450193963008 170.803451538 51.1858673096 2 11.1790046692 -1.00120830536 8947-6104
1000925611616659456 116.526069641 29.2107639313 1 8.89333152771 -0.656119465828 8146-6103
1000926161372473344 116.511672974 28.8780612946 1 9.51482200623 -0.154512271285 8145-6104
1000936331855030272 116.239372253 28.9275016785 1 9.97867107391 -0.293870717287 8145-12704
1000944028436424704 116.835700989 29.4129333496 3 10.971575737 0.366442084312 8146-12702
1011095818339379200 136.156295776 44.8747177124 1 9.31263828278 -9999.0 8249-12701
1011196148775413760 136.476547241 46.2590942383 3 10.6859169006 -0.230340346694 8249-9101
